file;title_en;type_en;text_en;title_fr;type_fr;text_fr
../TacticsCards/GENERIC CARDS/Rejuve Stimm.png;Rejuve Stimm;Gang Tactics;"| Play this card instead of activating a fighter.
Choose any friendly fighter who has suffered
at least one Wound. This fighter |
immediately regains any lost Wounds.";Stimm régénérant;Générique;Jouez cette carte au lieu d'activer un combattant. Choisissez un combattant allié qui a souffert au moins une blessure. Ce combattant récupère immédiatement toutes les blessures perdues.
../TacticsCards/GENERIC CARDS/Reload!.png;| Reload!;Gang Tactics;"Play this card in the End phase of any round.
Immediately make a Reload (Simple) action |
for any or all of your fighters. |";Rechargez !;Générique;Jouez cette carte lors de la phase de Fin de un tour. Effectuez immédiatement une action Recharger (simple) pour tout ou partie de vos combattants.
../TacticsCards/GENERIC CARDS/Ricochet.png;| Ricochet;Gang Tactics;"| Play this card after making an unsuccessful
hit roll for a ranged attack that does not have
the Blast or Template trait.

Pick another fighter within 5"" of the target,
even if they are not visible to the attacker,
and roll to hit against them. Do not roll the
Firepower

dice again.";Ricochet;Générique;"Jouez cette carte après avoir échoué jet de touche pour une attaque à distance qui n'a pas le trait Blast ou Template. Choisissez un autre combattant à moins de 5"" de la cible, même s'ils ne sont pas visibles pour l'attaquant, et lancez pour frapper contre eux. Ne faites pas rouler le Puissance de feu dés à nouveau."
../TacticsCards/GENERIC CARDS/Rigged Door.png;Rigged Door;Gang Tactics;"Zone Mortalis only.

Play this card immediately after an enemy
fighter makes an action.

Pick any door on the board and either close or
open it. If closing a door and there is a fighter
standing in the doorway, they must test to see
whether they avoid closing door as normal.";Porte piégée;Générique;Zone Mortalis uniquement. Jouez cette carte immédiatement après un ennemi le combattant effectue une action. Choisissez une porte du tableau et fermez-la ou ouvrez-le. Si on ferme une porte et qu'il y a un combattant debout dans l'embrasure de la porte, ils doivent tester pour voir s'ils évitent de fermer la porte comme d'habitude.
../TacticsCards/GENERIC CARDS/Roger That.png;Roger That!;Gang Tactics;"Play at the start of any round.

Pick a Ganger with a Ready marker. For this turn
only, that fighter is treated as a Champion for the
purposes of activating groups 4 in other words,
if they are activated, you can activate up to one
other fighter within 4"" of them.";Bien reçu !;Générique;"Jouez au début d’un tour. Choisissez un Ganger avec un marqueur Prêt. Pour ce tour seulement, ce combattant est traité comme un Champion pour le dans le but d'activer les groupes 4 autrement dit, s'ils sont activés, vous pouvez en activer jusqu'à un autre combattant à moins de 4"" d'eux."
../TacticsCards/GENERIC CARDS/Sacrifice.png;Sacrifice;Gang Tactics;"| Play this card when a fighter is hit by

a ranged attack.

Nominate a friendly fighter within 2” of the |
fighter who has been hit. The nominated
fighter becomes the target of the ranged
attack instead.";Sacrifice;Générique;Jouez cette carte lorsqu'un combattant est touché par une attaque à distance. Nommez un combattant allié à moins de 2 pouces du combattant qui a été touché. Les nominés le combattant devient la cible du tir à distance attaquer à la place.
../TacticsCards/GENERIC CARDS/Secret Cache.png;Secret Cache;Gang Tactics;"Play this card instead of activating a fighter.
Set up an ammo cache anywhere on the
battlefield.";Cache secrète;Générique;Jouez cette carte au lieu d'activer un combattant. Configurez une cache de munitions n'importe où sur le champ de bataille.
../TacticsCards/GENERIC CARDS/Seize the Initiative.png;Seize the Initiative;Gang Tactics;"| Play this card at the beginning of any round,
before rolling for Priority.

You immediately take Priority this turn |
without any dice being rolled.";Saisir l’initiative;Générique;Jouez cette carte au début d’un tour, avant de lancer le lancer Prioritaire. Vous prenez immédiatement la priorité ce tour-ci sans qu'aucun dé ne soit lancé.
../TacticsCards/GENERIC CARDS/Service Tunnels.png;Service Tunnels;Gang Tactics;"| Play when deploying your gang.

One fighter chosen by you from your
starting crew gains the Infiltrate skill for the |
duration of this battle and may be deployed
accordingly.";Tunnels de service;Générique;Jouez lors du déploiement de votre gang. Un combattant choisi par vous parmi vos l'équipage de départ acquiert la compétence Infiltration pour le durée de cette bataille et peut être déployé en conséquence.
../TacticsCards/GENERIC CARDS/Shield Wall.png;Shield Wall;Gang Tactics;"Play this card instead of activating a fighter.

Tuck this card under a fighter's card. For the
remainder of the battle, add 1 to fighter's armour
save, and any friendly fighter in base contact with
this fighter, to a maximum of 2+, against attack
that originate from within this fighter's vision :";Mur de boucliers;Générique;Jouez cette carte au lieu d'activer un combattant. Glissez cette carte sous la carte d'un combattant. Pour le reste de la bataille, ajoutez 1 à l'armure du combattant sauvegarde, et tout combattant allié en contact socle à socle avec ce combattant, jusqu'à un maximum de 2+, contre une attaque qui proviennent de la vision de ce combattant :
../TacticsCards/GENERIC CARDS/Slippery.png;Slippery;Gang Tactics;"| Play this card when activating a fighter.

|

Put this card under the active fighter's

Fighter card. Until the end of the battle, this.
fighter treats the Crawl Through action as

@asic) rather than (Double).

|

|";Glissant;Générique;Jouez cette carte lors de l'activation d'un combattant. Mettez cette carte sous le combattant actif Carte de combattant. Jusqu'à la fin de la bataille, ça. Le combattant traite l'action Crawl Through comme @asic) plutôt que (Double).
../TacticsCards/GENERIC CARDS/Snap Fire.png;Snap Fire;Gang Tactics;"| Play this card after an enemy fighter
completes an attack with a ranged weapon.

A readied fighter in your gang may |
immediately take a shot at the enemy fighter
with a Pistol or Basic weapon. However, they
must subtract 1 from the hit roll.";Tir réflexe;Générique;Jouez cette carte après un combattant ennemi termine une attaque avec une arme à distance. Un combattant préparé dans votre gang peut tirer immédiatement sur le combattant ennemi avec un pistolet ou une arme de base. Cependant, ils doit soustraire 1 au jet de touche.
../TacticsCards/GENERIC CARDS/Speedy Recovery.png;Speedy Recovery;Gang Tactics;"Play this card when making a Recovery test.
One of your fighters can re-roll a single
Recovery dice.";Récupération rapide;Générique;Jouez cette carte lorsque vous effectuez un test de récupération. Un de vos combattants peut relancer un seul Dés de récupération.
../TacticsCards/GENERIC CARDS/Spiked Drinks.png;Spiked Drinks;Gang Tactics;"Play during the pre-battle sequence, during

Step Five: Choose Crews.

|

Nominate one fighter from your opponent's’

starting crew. For the duration of this battle,
that fighter suffers -1 to their Ballistic Skill,

| Weapon Skill, and Intelligence, but gains +2

to their Cool.";Boissons trafiquées;Générique;Jouez pendant la séquence d'avant-bataille, pendant Cinquième étape : Choisissez les équipages. Désignez un combattant parmi ceux de votre adversaire. équipage de départ. Pendant toute la durée de cette bataille, ce combattant subit -1 à sa compétence balistique, Compétence d'armes et Intelligence, mais gagne +2 à leur Cool.
../TacticsCards/GENERIC CARDS/Spreading Conflagration.png;Spreading Conflagration;Gang Tactics;"| Play this card at the start of any round.

For the duration of this round, fighters
activating within 3"" of a fighter that is |
subject to the Blaze condition must test to
see if they catch fire, just as if they had been
hit by a weapon with the Blaze trait.";Propagation de la conflagration;Générique;"Jouez cette carte au début d’un tour. Pendant toute la durée de ce round, les combattants s'activant à moins de 3"" d'un combattant qui se trouve soumis à la condition Blaze doit tester pour voir s'ils prennent feu, comme s'ils avaient été touché par une arme avec le trait Blaze."
../TacticsCards/GENERIC CARDS/Stand Firm.png;Stand Firm;Gang Tactics;"Play this card instead of making a Bottle test.
This round, your gang automatically passes
its Bottle test.";Tenez bon;Générique;Jouez cette carte au lieu de faire un test de bouteille. Ce tour, votre gang réussit automatiquement son test de bouteille.
../TacticsCards/GENERIC CARDS/Steel Fury.png;Steel Fury;Gang Tactics;"| Play this card at the start of any round.

For the duration of this round, fighters from
this gang count the Fight (Basic) action asa |
Fight (Simple) action.";Fureur d'acier;Générique;Jouez cette carte au début d’un tour. Pendant toute la durée de ce round, les combattants de ce gang considère l'action Combat (Basique) comme Action de combat (simple).
../TacticsCards/GENERIC CARDS/Sterner Stuff.png;Sterner Stuff;Gang Tactics;"| Play this card instead of activating a fighter.
Make a Rally check for each Broken fighter
in your gang, as though it was the End phase.";Plus solide qu’il n’y paraît;Générique;Jouez cette carte au lieu d'activer un combattant. Effectuez un test de Ralliement pour chaque combattant Brisé dans votre gang, comme si c'était la phase de Fin.
../TacticsCards/GENERIC CARDS/Stop Resisting.png;Stop Resisting;Gang Tactics;"| Play this card when a friendly Standing and
Engaged fighter makes a Fight (Basic) action,
(including as part of a Charge (Double)
action). |
Untul the End phase of this round, enemy
fighters cannot make Reaction attacks against
this fighter.";Arrêtez de résister;Générique;Jouez cette carte lorsqu'un statut amical et Le combattant engagé effectue une action Combat (Basique), (y compris dans le cadre d'une Charge (Double) actions). Jusqu'à la phase de Fin de ce tour, l'ennemi les combattants ne peuvent pas effectuer d'attaques de réaction contre ce combattant.
../TacticsCards/GENERIC CARDS/Sump Slump.png;Sump Slump;Gang Tactics;"Play at the start of any turn.
Immediately remove D3 Barricades of your
choice from anywhere on the board.";Affaissement du puisard;Générique;Jouez au début d’un tour. Retirez immédiatement les barricades D3 de votre choix n’importe où sur le tableau.
../TacticsCards/GENERIC CARDS/Supressing Fire.png;Supressing Fire;Gang Tactics;"| Play this card after making an unsuccessful
hit roll for a ranged weapon.

The target is Pinned, even though they |
were not hit by the attacks.";Tir de suppression;Générique;Jouez cette carte après avoir échoué jet de touche pour une arme à distance. La cible est Bloquée, même si elle n'ont pas été touchés par les attaques.
../TacticsCards/GENERIC CARDS/Swift Justice.png;Swift Justice;Gang Tactics;"| Play this card when one of your fighters is
taken Out of Action by an enemy fighter's
attack.

A friendly fighter can immediately make
a free Shoot (Basic) action against the
attacker.";Justice rapide;Générique;Jouez cette carte lorsqu'un de vos combattants est mis hors de combat par un combattant ennemi attaque. Un combattant allié peut immédiatement faire une action Tir (Basique) gratuite contre le attaquant.
../TacticsCards/GENERIC CARDS/Tactical Deployment.png;Tactical Deployment;Gang Tactics;"Play during the pre-battle sequence during

Step 5. Choose Crews.

If the scenario uses Random (X) crew selection,
you may re-select any fighters of your choice.
Shuffle the cards back into your deck and redraw
that number of cards. The second draw stands,
even if the same fighters are drawn again.";Déploiement tactique;Générique;Jouez pendant la séquence d'avant-bataille pendant Étape 5. Choisissez les équipages. Si le scénario utilise une sélection d'équipage aléatoire (X), vous pouvez resélectionner les combattants de votre choix. Mélangez les cartes dans votre deck et redessinez ce nombre de cartes. Le deuxième tirage est maintenu, même si les mêmes combattants sont à nouveau tirés au sort.
../TacticsCards/GENERIC CARDS/Tainted Meat.png;Tainted Meat;Gang Tactics;"| Play this card immediately after it has been
drawn during step 7 of the pre-battle
sequence.

Nominate one fighter from your opponent's
starting crew. That fighter starts this battle
with one Flesh Wound.";Viande contaminée;Générique;Jouez cette carte immédiatement après qu'elle ait été tiré lors de l'étape 7 de la pré-bataille séquence. Nommez un combattant parmi ceux de votre adversaire équipage de départ. Ce combattant commence cette bataille avec une Blessure Légère.
../TacticsCards/GENERIC CARDS/Take the Initiative.png;Take the Initiative;Gang Tactics;"Play this card at the start of the round before

rolling for Priority.

Your gang has Priority this round. If |
multiple gangs play this card then they must

roll off to see who has Priority as normal

|

|";Prendre l’initiative;Générique;Jouez cette carte au début du round avant lancer pour la priorité. Votre gang a la priorité ce tour-ci. Si plusieurs gangs jouent cette carte alors ils doivent lancez pour voir qui a la priorité comme d'habitude
../TacticsCards/GENERIC CARDS/Tech Override.png;Tech Override;Gang Tactics;"Play this card when a friendly fighter makes an
Access Terminal action or Bypass Lock action, or
when rolling to see if a friendly fighter triggers a
booby trap.

If making an Access Terminal action or Bypass
Lock action, the intelligence check is passed
automatically. If rolling to see whether a booby
trap is triggered, you can choose the result
instead of rolling.";Contournement technique;Générique;Jouez cette carte lorsqu'un combattant allié fait un Action d’accès au terminal ou action de contournement du verrouillage, ou en lançant pour voir si un combattant allié déclenche un piège. Si vous effectuez une action de terminal d'accès ou un contournement Action de verrouillage, le contrôle de renseignement est réussi automatiquement. Si vous roulez pour voir si un fou le piège est déclenché, vous pouvez choisir le résultat au lieu de rouler.
../TacticsCards/GENERIC CARDS/They_re Everywhere!.png;They're Everywhere!;Gang Tactics;"| Play this card instead of activating a fighter.
Each enemy fighter who is within 4"" of

two or more fighters from your gang must |
make a Cool check. If the check is failed, the
enemy fighter is Pinned.";Ils sont partout !;Générique;"Jouez cette carte au lieu d'activer un combattant. Chaque combattant ennemi se trouvant à moins de 4"" deux combattants ou plus de votre gang doivent faites un chèque Cool. Si la vérification échoue, le le combattant ennemi est Bloqué."
../TacticsCards/GENERIC CARDS/Thundering Charge.png;Thundering Charge;Gang Tactics;"Play when a fighter makes a Charge action,
before they move.

Double the fighter’s Move instead of adding
1D EI";Charge tonitruante;Générique;Jouez lorsqu’un combattant effectue une action de Charge, avant son déplacement. Doublez le Mouvement du combattant au lieu d’ajouter 1D3.
../TacticsCards/GENERIC CARDS/Trap Chute.png;Trap Chute;Gang Tactics;"Play when an enemy model crawls through a
ductway.

The enemy model is placed by the enemy player
within 1"" of a randomly chosen ductway with 18""
of their current location. If there are no other
ductway markers in this then the model is
removed for D3 rounds. When they return to
play, place them within 1"" of the ductway they
were crawling through.";Trappe piégée;Générique;"Jouez lorsqu'une figurine ennemie rampe à travers un canalisation. La figurine ennemie est placée par le joueur ennemi à moins de 1"" d'un conduit choisi au hasard avec 18"" de leur emplacement actuel. S'il n'y en a pas d'autre marqueurs de conduits dans ce cas, le modèle est supprimé pour les tours D3. Quand ils reviennent à jouer, placez-les à moins de 1"" du conduit qu'ils rampaient à travers."
../TacticsCards/GENERIC CARDS/Trapped Console.png;Trapped Console;Gang Tactics;"| Play this card when an enemy fighter
interacts with a console, before the end of
the action.

Centre the 3” blast marker on the enemy
fighter. All models under the marker suffer a
Strength 3, AP -, Damage 1 hit.";Console piégée;Générique;"Jouez cette carte lorsqu'un combattant ennemi interagit avec une console, avant la fin de l'action. Centrez le marqueur de souffle de 3"" sur l'ennemi. combattant. Toutes les figurines sous le marqueur subissent un Force 3, AP -, Dégâts 1 coup."
../TacticsCards/GENERIC CARDS/Trusty Backup.png;Trusty Backup;Gang Tactics;"| Play this card when activating a fighter.
Put this card under the active fighter's
Fighter card. Until the end of the battle, |
this fighter has an additional stub gun.";Renfort fiable;Générique;Jouez cette carte lors de l'activation d'un combattant. Mettez cette carte sous le combattant actif Carte de combattant. Jusqu'à la fin de la bataille, ce combattant a un pistolet tronqué supplémentaire.
../TacticsCards/GENERIC CARDS/Unnerving Whispers.png;Unnerving Whispers;Gang Tactics;"| Play this card instead of activating a fighter.

|

An enemy fighter of your choice must pass
_a Willpower check at -2 or become subject _
to the Insanity condition. Place an Insanity
marker on the fighter and immediately roll

_a D6 on the Insanity table (see page 60 of
the Necromunda Rulebook).";Chuchotements troublants;Générique;Jouez cette carte au lieu d'activer un combattant. Un combattant ennemi de votre choix doit passer _un test de Volonté à -2 ou devenir sujet _ à la condition de folie. Placez une folie marqueur sur le combattant et lancez immédiatement _a D6 sur la table Folie (voir page 60 de le livre de règles de Necromunda).
../TacticsCards/GENERIC CARDS/Unstable Energy.png;Unstable Energy;Gang Tactics;"| Play this card when an enemy fighter armed
with a las, plasma or melta weapon of any
type makes an attack with that weapon.

For the remainder of this round, all enemy
weapons of the same type (las, plasma or
melta) gain the Unstable trait if they do not
already have it. If they already have the
Unstable trait, they gain the Scarce trait.";Énergie instable;Générique;Jouez cette carte lorsqu'un combattant ennemi armé avec une arme à laser, à plasma ou à fusion de un le type effectue une attaque avec cette arme. Pour le reste de ce tour, tous les ennemis armes du même type (las, plasma ou melta) gagnent le trait Instable s'ils ne le font pas je l'ai déjà. S'ils ont déjà le Trait Instable, ils acquièrent le trait Rare.
../TacticsCards/GENERIC CARDS/Vacuum Chamber.png;Vacuum Chamber;Gang Tactics;"Zone Mortalis only. |
Place this card when a door is opened. |
All models within 12” of the opening door
are immediately moved D6"" toward the
doorway. |";Chambre à vide;Générique;"Zone Mortalis uniquement. Placez cette carte lorsqu'une porte est ouverte. Tous les figurines à moins de 12"" de la porte qui s'ouvre sont immédiatement déplacés de D6"" vers le porte."
../TacticsCards/GENERIC CARDS/Veiled Threat.png;Veiled Threat;Gang Tactics;"| Play this card during any Action phase, after
Fleeing the Battlefield but before

Activating Fighters.

Choose a friendly fighter. For the remainder
of this round, that fighter cannot be targeted
by a ranged attack unless they are the only
visible target.";Menace voilée;Générique;Jouez cette carte pendant une phase d’Action, après après les tests de Déroute mais avant Activation des combattants. Choisissez un combattant allié. Pour le reste de ce tour, ce combattant ne peut pas être ciblé par une attaque à distance, à moins qu'ils ne soient les seuls cible visible.
../TacticsCards/GENERIC CARDS/Violent-Minded.png;Violent-Minded;Gang Tactics;"| Play this card when activating a fighter.

This turn, the fighter can make an

additional action (usually three rather than |
two), as long as at least one of their actions is
Shoot or Fight.";Esprit violent;Générique;Jouez cette carte lors de l'activation d'un combattant. Ce tour-ci, le combattant peut faire un action supplémentaire (généralement trois au lieu de deux), à condition qu'au moins une de leurs actions soit Tirez ou combattez.
../TacticsCards/GENERIC CARDS/What_s a few Teeth.png;What's a few Teeth?;Gang Tactics;"| Play this when a friendly fighter suffers a
Flesh Wound.

The Flesh Wound is ignored. Any other |
effects of the injury still apply.";Quelques dents, qu’est-ce que c’est ?;Générique;Jouez à ceci lorsqu'un combattant allié subit un Blessure Légère. La Blessure Légère est ignorée. Tout autre les effets de la blessure s’appliquent toujours.
../TacticsCards/GENERIC CARDS/Wrong Again.png;Wrong Again;Gang Tactics;"| Play when one of your fighters is hit by a
ranged attack.

Choose any other friendly fighter within |
range and line of sight of the attacking
model. This chosen fighter becomes the

new target for the attack, which is resolved

as normal,";Encore raté;Générique;Jouez lorsqu'un de vos combattants est touché par un attaque à distance. Choisissez un autre combattant allié dans portée et ligne de vue de l'attaquant modèle. Ce combattant choisi devient le nouvelle cible pour l'attaque, qui est résolue comme d'habitude,
../TacticsCards/GENERIC CARDS/You!.png;You!;Gang Tactics;"Play this card when activating a fighter.

Choose an enemy model with line of sight to the
fighter you have just activated. For the
remainder of the game, any ranged or melee
attacks made by this fighter against the
nominated enemy gain +1 on the wound roll.
The fighter can only make ranged and melee
attacks against the nominated enemy until that
enemy has been taken Out of Action.";Toi !;Générique;Jouez cette carte lors de l'activation d'un combattant. Choisissez une figurine ennemie avec une ligne de vue vers le combattant que vous venez d'activer. Pour le reste de la bataille, à distance ou en mêlée attaques menées par ce combattant contre le L'ennemi désigné gagne +1 au jet de blessure. Le combattant ne peut faire qu'à distance et en mêlée attaques contre l'ennemi désigné jusqu'à ce que l'ennemi a été mis hors de combat.
../TacticsCards/GENERIC CARDS/You’re coming with Me!.png;You're coming with Me!;Gang Tactics;"| Play when a fighter is taken Out of Action

by aclose combat attack.

The chosen fighter may make a single close ©
combat attack against the enemy that took
them Out of Action. They are then removed
from play as normal.";Tu viens avec moi !;Générique;Jouez lorsqu'un combattant est mis hors de combat par une attaque de combat rapproché. Le combattant choisi peut effectuer un seul close © attaque de combat contre l'ennemi qui a pris les hors de combat. Ils sont ensuite supprimés du jeu normalement.
../TacticsCards/GOLIATH/ They’re only Bullets!.png;| They're only Bullets!;Goliath Tactics;"Play this gang tactic during the Priority phase of
any round, after Roll for Priority but before
Ready Fighters.

Until the End phase of this round, all friendly
House Goliath fighters that are within 6"" of,
and have a line of sight to, a friendly House
Goliath Leader or Champion gain the Nerves

of Steel skill.";Ce ne sont que des balles !;Goliath;"Jouez cette tactique de gang pendant la phase de Priorité de un tour, après le lancer de priorité mais avant activation des combattants Prêts. Jusqu'à la phase de Fin de ce tour, tous amicaux Les combattants de la Maison Goliath qui se trouvent à moins de 6"" de, et avoir une ligne de mire vers une maison conviviale Goliath Leader ou Champion gagne les nerfs de compétence Acier."
../TacticsCards/GOLIATH/Anything_s a Weapon.png;Anything's a Weapon;Goliath Tactics;"| One of your fighters can spend an action to
play this card.

Tuck this card under the fighter's card. |
While it is there, the fighter’s unarmed
attacks receive +1 strength and AP -1.";Tout est une arme;Goliath;Un de vos combattants peut dépenser une action pour jouez cette carte. Glissez cette carte sous la carte du combattant. Tant qu'il est là, le combattant n'est pas armé les attaques reçoivent +1 en force et AP -1.
../TacticsCards/GOLIATH/Apprentice.png;Apprentice;Goliath Tactics;"Play after both sides have deployed, but before
the first round. Choose a friendly Goliath
Champion and Juve /Prospect. For this battle the
Champion gains Overseer. It can only be used to
activate the Apprentice. If they already has it, the
Order (Double) actions becomes (Basic) when
used to activate the Apprentice. Alternatively they
may gain Mentor. It can only be used when the
Apprentice gains an XP. If the they already has
it, they can use it as normal, but automatically
pass any Ld checks made for the Apprentice.";Apprenti;Goliath;Jouez après que les deux camps se soient déployés, mais avant le premier tour. Choisissez un Goliath amical Champion et Juve/Prospect. Pour cette bataille, le Le Champion gagne le Surveillant. Il ne peut être utilisé que pour activer l'apprenti. S'ils l'ont déjà, le Les actions d'ordre (double) deviennent (de base) lorsque utilisé pour activer l’apprenti. Alternativement, ils peut gagner un mentor. Il ne peut être utilisé que lorsque le L'apprenti gagne un XP. S'ils l'ont déjà il, ils peuvent l'utiliser normalement, mais automatiquement réussir tous les contrôles Ld effectués pour l'apprenti.
../TacticsCards/GOLIATH/Blade Breaker.png;Blade Breaker;Goliath Tactics;"| Play this card when one of your fighters is
hit, but not wounded by a close combat
weapon that does not have the Power trait.
The close combat weapon (pick one if the
fighter was hit but not wounded by more
than one) cannot be used for the rest of the
battle.";Brise-lame;Goliath;Jouez cette carte lorsqu'un de vos combattants est touché, mais pas blessé par un combat rapproché arme qui n’a pas le trait Pouvoir. L'arme de combat rapproché (choisissez-en une si la le combattant a été touché mais pas blessé par d'autres plus d’un) ne peut pas être utilisé pour le reste de la bataille.
../TacticsCards/GOLIATH/Boost Up.png;Boost Up;Goliath Tactics;"Play this gang tactic when activating a friendly
House Goliath fighter.

This fighter can perform a Boost (Double)
action:

Boost (Double): Choose a single Standing and
Active friendly fighter that is within 2"" of this
fighter. That fighter may immediately be moved
up to 6"" vertically and 1"" horizontally.";Coup de pouce;Goliath;"Jouez cette tactique de gang lors de l'activation d'un combattant allié de la maison Goliath. Ce combattant peut effectuer un Boost (Double) action : Boost (Double) : Choisissez un seul statut et combattant allié actif qui se trouve à moins de 2"" de celui-ci combattant. Ce combattant peut être immédiatement déplacé jusqu'à 6"" verticalement et 1"" horizontalement."
../TacticsCards/GOLIATH/Brutal Charge.png;Brutal Charge;Goliath Tactics;"| Play this card when one of your fighters
makes a Charge action.

For the duration of the action, the fighter's |
Movement characteristic is increased by 2"",
and their Attacks characteristic is increased
by 1. In addition, any attacks they make gain
the Knockback trait.";Charge brutale;Goliath;"Jouez cette carte lorsqu'un de vos combattants effectue une action Charger. Pendant toute la durée de l'action, le La caractéristique de mouvement est augmentée de 2"", et leur caractéristique d'Attaques est augmentée de 1. De plus, toutes les attaques qu'ils effectuent gagnent le trait Recul."
../TacticsCards/GOLIATH/Ceramite Skin.png;Ceramite Skin;Goliath Tactics;"| Play this card when a fighter is hit by an
attack with the Blaze trait.
The fighter is not pinned and the attack |
causes no damage.";Peau de Céramite;Goliath;Jouez cette carte lorsqu'un combattant est touché par un attaquez avec le trait Blaze. Le combattant n'est pas coincé et l'attaque ne provoque aucun dommage.
../TacticsCards/GOLIATH/Crunch Time.png;Crunch Time;Goliath Tactics;"Play this gang tactic during the Priority

phase of any round, after Roll for Priority,

but before Ready Fighters.

Untul the End phase of this round, all
unarmed attacks made by friendly fighters

| gain +1 S and the Pulverise trait.

|";Moment critique;Goliath;Jouez cette tactique de gang pendant la priorité phase de un tour, après un lancer de priorité, mais avant Ready Fighters. Jusqu'à la phase de Fin de ce tour, tous attaques à mains nues lancées par des combattants alliés gagnez +1 S et le trait Pulverise.
../TacticsCards/GOLIATH/Fireborn.png;Fireborn;Goliath Tactics;"| Play this gang tactic at the start of the battle,
after both sides have deployed but before
the first round.
Choose up to three House Goliath fighters
in your starting crew. Until the end of this
battle, the chosen fighters become immune
to both the Blaze and the Rad-phage traits.";Né du feu;Goliath;Jouez cette tactique de gang au début de la bataille, après que les deux camps se soient déployés mais avant le premier tour. Choisissez jusqu'à trois combattants de la Maison Goliath dans votre équipe de départ. Jusqu'à la fin de ça bataille, les combattants choisis deviennent immunisés aux traits Blaze et Rad-phage.
../TacticsCards/GOLIATH/Genetically Gifted.png;Genetically Gifted;Goliath Tactics;"Play this gang tactic at the start of the
Deployment step of the pre-battle sequence
before any fighters have been deployed.

Choose a House Goliath fighter in your starting
crew. Until the end of this battle, that fighter
gains one additional genetic upgrade of your
choice. This must be from the same category as
that fighter's chosen subtype but does not affect
their credit cost.";Génétiquement doué;Goliath;Jouez cette tactique de gang au début du Étape de déploiement de la séquence pré-bataille avant que des combattants aient été déployés. Choisissez un combattant de la Maison Goliath dans votre camp de départ équipage. Jusqu'à la fin de cette bataille, ce combattant gagne une amélioration génétique supplémentaire de votre choix. Celui-ci doit appartenir à la même catégorie que le sous-type choisi par ce combattant mais n'affecte pas leur coût de crédit.
../TacticsCards/GOLIATH/Get ‘Em!.png;Get ‘Em!;Goliath Tactics;"Play this gang tactic during the Priority phase of
any round, after Roll for Priority but before
Ready Fighters.

Until the End phase of this round, all friendly
House Goliath fighters activated as part of

a Group Activation may add 2"" to their
Movement characteristic during their Activation.";Chopez-les !;Goliath;"Jouez cette tactique de gang pendant la phase de Priorité de un tour, après le lancer de priorité mais avant activation des combattants Prêts. Jusqu'à la phase de Fin de ce tour, tous amicaux Combattants de la Maison Goliath activés dans le cadre de une activation de groupe peut ajouter 2"" à leur Caractéristique de mouvement lors de son activation."
../TacticsCards/GOLIATH/Hammer Blow.png;Hammer Blow;Goliath Tactics;"Play this gang tactic during the Priority
phase of any round, after Roll for Priority
but before Ready Fighters.

Until the End phase of this round, all
friendly House Goliath fighters' weapons
with the Melee trait gain the Knockback
‘trait.";Coup de marteau;Goliath;Jouez cette tactique de gang pendant la priorité phase de un tour, après le lancer de priorité mais avant Ready Fighters. Jusqu'à la phase de Fin de ce tour, tous Armes des combattants alliés de la Maison Goliath avec le trait Mêlée, obtenez le Renversement 'trait.
../TacticsCards/GOLIATH/Improvised Projectile.png;Improvised Projectile;Goliath Tactics;"Play this gang tactic when activating a friendly
House Goliath fighter.

Choose one of the fighter's weapons with the
Melee trait. Until the end of this fighter's
activation, that weapon gains both a Long range
characteristic of 4"" and the Versatile trait.
However, until the End phase of this round, this
fighter cannot make a Reaction attack with that
weapon.";Projectile improvisé;Goliath;"Jouez cette tactique de gang lors de l'activation d'un combattant allié de la maison Goliath. Choisissez une des armes du combattant avec le trait Mêlée. Jusqu'à la fin de ce combat activation, cette arme gagne à la fois une longue portée caractéristique du 4"" et le trait Polyvalent. Cependant, jusqu'à la phase de Fin de ce tour, ce le combattant ne peut pas faire une attaque de réaction avec ça arme."
../TacticsCards/GOLIATH/Inhuman Resilience.png;Inhuman Resilience;Goliath Tactics;"| Play this card instead of activating a fighter
on your turn.

Each of your Pinned fightersimmediately _
stands up. Then make a Recovery roll for
each Injured fighter in your gang, treating
Out of Action results as Seriously Injured.";Résilience inhumaine;Goliath;Jouez cette carte au lieu d'activer un combattant à ton tour. Chacun de vos combattants Bloqués immédiatement _ se lève. Effectuez ensuite un jet de récupération pour chaque combattant blessé de votre gang, soignant Hors de combat, les résultats sont gravement blessés.
../TacticsCards/GOLIATH/Ironhide.png;| tronhide;Goliath Tactics;"| Play when one of your fighters is wounded
by an attack that causes more than

1 Damage.

The attack only causes 1 Damage. In
addition, if the fighter is pinned after the
attack has been resolved they return to
standing.";Peau de fer;Goliath;Jouez lorsqu'un de vos combattants est blessé par une attaque qui cause plus de 1 Dommages. L'attaque ne cause qu'1 Dégât. Dans De plus, si le combattant est coincé après le l'attaque a été résolue, ils retournent à debout.
../TacticsCards/GOLIATH/Knockout Blow.png;Knockout Blow;Goliath Tactics;"| Play this card when a fighter makes close
combat attacks before rolling to hit.

Any wound rolls for this fighter's attacks are —
automatically successful - no dice roll is
required.";Coup de grâce;Goliath;Jouez cette carte lorsqu'un combattant se rapproche combattez les attaques avant de lancer pour toucher. Tous les jets de blessure pour les attaques de ce combattant sont : automatiquement réussi - aucun lancer de dé n'est requis.
