file,title_en,type_en,text_en,title_fr,type_fr,text_fr
../TacticsCards/GENERIC CARDS/Speedy Recovery.png,Speedy Recovery,Gang Tactics,"Play this card when making a Recovery test.
One of your fighters can re-roll a single
Recovery dice.",,,
../TacticsCards/GENERIC CARDS/Spiked Drinks.png,Spiked Drinks,Gang Tactics,"Play during the pre-battle sequence, during

Step Five: Choose Crews.

|

Nominate one fighter from your opponent's’

starting crew. For the duration of this battle,
that fighter suffers -1 to their Ballistic Skill,

| Weapon Skill, and Intelligence, but gains +2

to their Cool.",,,
../TacticsCards/GENERIC CARDS/Spreading Conflagration.png,Spreading Conflagration,Gang Tactics,"| Play this card at the start of any round.

For the duration of this round, fighters
activating within 3"" of a fighter that is |
subject to the Blaze condition must test to
see if they catch fire, just as if they had been
hit by a weapon with the Blaze trait.",,,
../TacticsCards/GENERIC CARDS/Stand Firm.png,Stand Firm,Gang Tactics,"Play this card instead of making a Bottle test.
This round, your gang automatically passes
its Bottle test.",,,
../TacticsCards/GENERIC CARDS/Steel Fury.png,Steel Fury,Gang Tactics,"| Play this card at the start of any round.

For the duration of this round, fighters from
this gang count the Fight (Basic) action asa |
Fight (Simple) action.",,,
../TacticsCards/GENERIC CARDS/Sterner Stuff.png,Sterner Stuff,Gang Tactics,"| Play this card instead of activating a fighter.
Make a Rally check for each Broken fighter
in your gang, as though it was the End phase.",,,
../TacticsCards/GENERIC CARDS/Stop Resisting.png,Stop Resisting,Gang Tactics,"| Play this card when a friendly Standing and
Engaged fighter makes a Fight (Basic) action,
(including as part of a Charge (Double)
action). |
Untul the End phase of this round, enemy
fighters cannot make Reaction attacks against
this fighter.",,,
../TacticsCards/GENERIC CARDS/Sump Slump.png,Sump Slump,Gang Tactics,"Play at the start of any turn.
Immediately remove D3 Barricades of your
choice from anywhere on the board.",,,
../TacticsCards/GENERIC CARDS/Supressing Fire.png,Supressing Fire,Gang Tactics,"| Play this card after making an unsuccessful
hit roll for a ranged weapon.

The target is Pinned, even though they |
were not hit by the attacks.",,,
../TacticsCards/GENERIC CARDS/Swift Justice.png,Swift Justice,Gang Tactics,"| Play this card when one of your fighters is
taken Out of Action by an enemy fighter's
attack.

A friendly fighter can immediately make
a free Shoot (Basic) action against the
attacker.",,,
../TacticsCards/GENERIC CARDS/Tactical Deployment.png,Tactical Deployment,Gang Tactics,"Play during the pre-battle sequence during

Step 5. Choose Crews.

If the scenario uses Random (X) crew selection,
you may re-select any fighters of your choice.
Shuffle the cards back into your deck and redraw
that number of cards. The second draw stands,
even if the same fighters are drawn again.",,,
../TacticsCards/GENERIC CARDS/Tainted Meat.png,Tainted Meat,Gang Tactics,"| Play this card immediately after it has been
drawn during step 7 of the pre-battle
sequence.

Nominate one fighter from your opponent's
starting crew. That fighter starts this battle
with one Flesh Wound.",,,
../TacticsCards/GENERIC CARDS/Take the Initiative.png,Take the Initiative,Gang Tactics,"Play this card at the start of the round before

rolling for Priority.

Your gang has Priority this round. If |
multiple gangs play this card then they must

roll off to see who has Priority as normal

|

|",,,
../TacticsCards/GENERIC CARDS/Tech Override.png,Tech Override,Gang Tactics,"Play this card when a friendly fighter makes an
Access Terminal action or Bypass Lock action, or
when rolling to see if a friendly fighter triggers a
booby trap.

If making an Access Terminal action or Bypass
Lock action, the intelligence check is passed
automatically. If rolling to see whether a booby
trap is triggered, you can choose the result
instead of rolling.",,,
../TacticsCards/GENERIC CARDS/They_re Everywhere!.png,They're Everywhere!,Gang Tactics,"| Play this card instead of activating a fighter.
Each enemy fighter who is within 4"" of

two or more fighters from your gang must |
make a Cool check. If the check is failed, the
enemy fighter is Pinned.",,,
../TacticsCards/GENERIC CARDS/Thundering Charge.png,Thundering Charge,Gang Tactics,"Play when a fighter makes a Charge action,
before they move.

Double the fighter’s Move instead of adding
1D EI",,,
../TacticsCards/GENERIC CARDS/Trap Chute.png,Trap Chute,Gang Tactics,"Play when an enemy model crawls through a
ductway.

The enemy model is placed by the enemy player
within 1"" of a randomly chosen ductway with 18""
of their current location. If there are no other
ductway markers in this then the model is
removed for D3 rounds. When they return to
play, place them within 1"" of the ductway they
were crawling through.",,,
../TacticsCards/GENERIC CARDS/Trapped Console.png,Trapped Console,Gang Tactics,"| Play this card when an enemy fighter
interacts with a console, before the end of
the action.

Centre the 3” blast marker on the enemy
fighter. All models under the marker suffer a
Strength 3, AP -, Damage 1 hit.",,,
../TacticsCards/GENERIC CARDS/Trusty Backup.png,Trusty Backup,Gang Tactics,"| Play this card when activating a fighter.
Put this card under the active fighter's
Fighter card. Until the end of the battle, |
this fighter has an additional stub gun.",,,
../TacticsCards/GENERIC CARDS/Unnerving Whispers.png,Unnerving Whispers,Gang Tactics,"| Play this card instead of activating a fighter.

|

An enemy fighter of your choice must pass
_a Willpower check at -2 or become subject _
to the Insanity condition. Place an Insanity
marker on the fighter and immediately roll

_a D6 on the Insanity table (see page 60 of
the Necromunda Rulebook).",,,
../TacticsCards/GENERIC CARDS/Unstable Energy.png,Unstable Energy,Gang Tactics,"| Play this card when an enemy fighter armed
with a las, plasma or melta weapon of any
type makes an attack with that weapon.

For the remainder of this round, all enemy
weapons of the same type (las, plasma or
melta) gain the Unstable trait if they do not
already have it. If they already have the
Unstable trait, they gain the Scarce trait.",,,
../TacticsCards/GENERIC CARDS/Vacuum Chamber.png,Vacuum Chamber,Gang Tactics,"Zone Mortalis only. |
Place this card when a door is opened. |
All models within 12” of the opening door
are immediately moved D6"" toward the
doorway. |",,,
../TacticsCards/GENERIC CARDS/Veiled Threat.png,Veiled Threat,Gang Tactics,"| Play this card during any Action phase, after
Fleeing the Battlefield but before

Activating Fighters.

Choose a friendly fighter. For the remainder
of this round, that fighter cannot be targeted
by a ranged attack unless they are the only
visible target.",,,
../TacticsCards/GENERIC CARDS/Violent-Minded.png,Violent-Minded,Gang Tactics,"| Play this card when activating a fighter.

This turn, the fighter can make an

additional action (usually three rather than |
two), as long as at least one of their actions is
Shoot or Fight.",,,
../TacticsCards/GENERIC CARDS/What_s a few Teeth.png,What's a few Teeth?,Gang Tactics,"| Play this when a friendly fighter suffers a
Flesh Wound.

The Flesh Wound is ignored. Any other |
effects of the injury still apply.",,,
../TacticsCards/GENERIC CARDS/Wrong Again.png,Wrong Again,Gang Tactics,"| Play when one of your fighters is hit by a
ranged attack.

Choose any other friendly fighter within |
range and line of sight of the attacking
model. This chosen fighter becomes the

new target for the attack, which is resolved

as normal,",,,
../TacticsCards/GENERIC CARDS/You!.png,You!,Gang Tactics,"Play this card when activating a fighter.

Choose an enemy model with line of sight to the
fighter you have just activated. For the
remainder of the game, any ranged or melee
attacks made by this fighter against the
nominated enemy gain +1 on the wound roll.
The fighter can only make ranged and melee
attacks against the nominated enemy until that
enemy has been taken Out of Action.",,,
../TacticsCards/GENERIC CARDS/You’re coming with Me!.png,You're coming with Me!,Gang Tactics,"| Play when a fighter is taken Out of Action

by aclose combat attack.

The chosen fighter may make a single close ©
combat attack against the enemy that took
them Out of Action. They are then removed
from play as normal.",,,
../TacticsCards/GOLIATH/ They’re only Bullets!.png,| They're only Bullets!,Goliath Tactics,"Play this gang tactic during the Priority phase of
any round, after Roll for Priority but before
Ready Fighters.

Until the End phase of this round, all friendly
House Goliath fighters that are within 6"" of,
and have a line of sight to, a friendly House
Goliath Leader or Champion gain the Nerves

of Steel skill.",,,
../TacticsCards/GOLIATH/Anything_s a Weapon.png,Anything's a Weapon,Goliath Tactics,"| One of your fighters can spend an action to
play this card.

Tuck this card under the fighter's card. |
While it is there, the fighter’s unarmed
attacks receive +1 strength and AP -1.",,,
../TacticsCards/GOLIATH/Apprentice.png,Apprentice,Goliath Tactics,"Play after both sides have deployed, but before
the first round. Choose a friendly Goliath
Champion and Juve /Prospect. For this battle the
Champion gains Overseer. It can only be used to
activate the Apprentice. If they already has it, the
Order (Double) actions becomes (Basic) when
used to activate the Apprentice. Alternatively they
may gain Mentor. It can only be used when the
Apprentice gains an XP. If the they already has
it, they can use it as normal, but automatically
pass any Ld checks made for the Apprentice.",,,
../TacticsCards/GOLIATH/Blade Breaker.png,Blade Breaker,Goliath Tactics,"| Play this card when one of your fighters is
hit, but not wounded by a close combat
weapon that does not have the Power trait.
The close combat weapon (pick one if the
fighter was hit but not wounded by more
than one) cannot be used for the rest of the
battle.",,,
../TacticsCards/GOLIATH/Boost Up.png,Boost Up,Goliath Tactics,"Play this gang tactic when activating a friendly
House Goliath fighter.

This fighter can perform a Boost (Double)
action:

Boost (Double): Choose a single Standing and
Active friendly fighter that is within 2"" of this
fighter. That fighter may immediately be moved
up to 6"" vertically and 1"" horizontally.",,,
../TacticsCards/GOLIATH/Brutal Charge.png,Brutal Charge,Goliath Tactics,"| Play this card when one of your fighters
makes a Charge action.

For the duration of the action, the fighter's |
Movement characteristic is increased by 2"",
and their Attacks characteristic is increased
by 1. In addition, any attacks they make gain
the Knockback trait.",,,
../TacticsCards/GOLIATH/Ceramite Skin.png,Ceramite Skin,Goliath Tactics,"| Play this card when a fighter is hit by an
attack with the Blaze trait.
The fighter is not pinned and the attack |
causes no damage.",,,
../TacticsCards/GOLIATH/Crunch Time.png,Crunch Time,Goliath Tactics,"Play this gang tactic during the Priority

phase of any round, after Roll for Priority,

but before Ready Fighters.

Untul the End phase of this round, all
unarmed attacks made by friendly fighters

| gain +1 S and the Pulverise trait.

|",,,
../TacticsCards/GOLIATH/Fireborn.png,Fireborn,Goliath Tactics,"| Play this gang tactic at the start of the battle,
after both sides have deployed but before
the first round.
Choose up to three House Goliath fighters
in your starting crew. Until the end of this
battle, the chosen fighters become immune
to both the Blaze and the Rad-phage traits.",,,
../TacticsCards/GOLIATH/Genetically Gifted.png,Genetically Gifted,Goliath Tactics,"Play this gang tactic at the start of the
Deployment step of the pre-battle sequence
before any fighters have been deployed.

Choose a House Goliath fighter in your starting
crew. Until the end of this battle, that fighter
gains one additional genetic upgrade of your
choice. This must be from the same category as
that fighter's chosen subtype but does not affect
their credit cost.",,,
../TacticsCards/GOLIATH/Get ‘Em!.png,Get ‘Em!,Goliath Tactics,"Play this gang tactic during the Priority phase of
any round, after Roll for Priority but before
Ready Fighters.

Until the End phase of this round, all friendly
House Goliath fighters activated as part of

a Group Activation may add 2"" to their
Movement characteristic during their Activation.",,,
../TacticsCards/GOLIATH/Hammer Blow.png,Hammer Blow,Goliath Tactics,"Play this gang tactic during the Priority
phase of any round, after Roll for Priority
but before Ready Fighters.

Until the End phase of this round, all
friendly House Goliath fighters' weapons
with the Melee trait gain the Knockback
‘trait.",,,
../TacticsCards/GOLIATH/Improvised Projectile.png,Improvised Projectile,Goliath Tactics,"Play this gang tactic when activating a friendly
House Goliath fighter.

Choose one of the fighter's weapons with the
Melee trait. Until the end of this fighter's
activation, that weapon gains both a Long range
characteristic of 4"" and the Versatile trait.
However, until the End phase of this round, this
fighter cannot make a Reaction attack with that
weapon.",,,
../TacticsCards/GOLIATH/Inhuman Resilience.png,Inhuman Resilience,Goliath Tactics,"| Play this card instead of activating a fighter
on your turn.

Each of your Pinned fightersimmediately _
stands up. Then make a Recovery roll for
each Injured fighter in your gang, treating
Out of Action results as Seriously Injured.",,,
../TacticsCards/GOLIATH/Ironhide.png,| tronhide,Goliath Tactics,"| Play when one of your fighters is wounded
by an attack that causes more than

1 Damage.

The attack only causes 1 Damage. In
addition, if the fighter is pinned after the
attack has been resolved they return to
standing.",,,
../TacticsCards/GOLIATH/Knockout Blow.png,Knockout Blow,Goliath Tactics,"| Play this card when a fighter makes close
combat attacks before rolling to hit.

Any wound rolls for this fighter's attacks are —
automatically successful - no dice roll is
required.",,,
../TacticsCards/GOLIATH/Named and Shamed.png,Named and Shamed,Goliath Tactics,"Play this card at the start of the Deployment step
before any fighters have been deployed. Your

ang may immediately recruit up to two Goliath
faves They are recruited for free but will leave
the gang at the end of this battle. Each fighter is
equipped with a maul and either a stimm-slug
stash or a frenzon collar. These fighters are not
counted towards your maximum crew size - they
are taken in addition to your starting crew. If you
do not have models available to represent them,
you may discard this card and select another.",,,
../TacticsCards/GOLIATH/Not Done Yet.png,Not Done Yet,Goliath Tactics,"Play when a fighter from your gang is taken out
of action.

Tuck this card under the fighters card, they are
not removed from play. If they were prone, they
return to standing. They go out of action after
they are next activated and take a turn or when
they suffer another unsaved wound, whichever
comes first.",,,
../TacticsCards/GOLIATH/One Last Go.png,One Last Go,Goliath Tactics,"Play this gang tactic when one of your House
Goliath fighters is taken Out of Action by an
attack made with a ranged weapon.

Before removing the fighter from the battlefield,
they may immediately make a Charge (Double)
action. After this action is resolved, the fighter
goes Out of Action as normal.",,,
../TacticsCards/GOLIATH/Second Wind.png,Second Wind,Goliath Tactics,"Play instead of activating a fighter.
Remove a flesh wound from any fighter's
card.",,,
../TacticsCards/GOLIATH/Steel Constitution.png,Steel Constitution,Goliath Tactics,"Play instead of activating a fighter.

Choose one of your fighters and tuck this

card under their fighter card. Until the end of
the round, this fighter cannot be affected by
weapons with the Gas or Toxin trait, and their
Strength and Toughness are used at their

full value, regardless of any modifiers
(including flesh wounds).",,,
../TacticsCards/GOLIATH/Stimm Overload.png,Stimm Overload,Goliath Tactics,"Play this card when activating a fighter.
This fighter counts a Charge
(Double) action as a Basic action this turn.",,,
../TacticsCards/GOLIATH/Stimm Reserve.png,Stimm Reserve,Goliath Tactics,"Play this gang tactic when activating any friendly
fighter.

Choose one friendly fighter that is currently on
the battlefield. Until the end of this battle, that
fighter's Strength characteristic is increased by
D3, However, until the end of this battle, that
fighter's Toughness characteristic is decreased
by 1. Note that if this decrease in Toughness
reduces that fighter's Toughness to 0, they will
go Out of Action as normal.",,,
../TacticsCards/GOLIATH/Stimm Surge.png,Stimm Surge,Goliath Tactics,"Play this card when activating a fighter.

Tuck this card under the Fighter's card. While it
is there , the fighter's Move, Strength and
Toughness are each increased by 1. In each End
phase, roll a D6. On a 1, the card is discarded
and an Injury roll is made for the fighter, using a
Damage of 2. On a 2, the card is discarded.

On a 3, the fighter suffers a Flesh Wound but
the card remains in play.",,,
../TacticsCards/GOLIATH/Subconscious Mnemonics.png,Subconscious Mnemonics,Goliath Tactics,"Play this gang tactic at the start of the
Deployment step of the pre-battle sequence
before any fighters have been deployed.

Choose a friendly House Goliath Leader or
Champion with two or more skills. For the
remainder of this battle, that fighter may
exchange one of their skills for another skill of
the same skill set. The controlling pee chooses
which skill is replaced and which skill it is
replaced with.",,,
../TacticsCards/GOLIATH/Tempered in Battle.png,Tempered in Battle,Goliath Tactics,"Play this gang tactic when a friendly House
Goliath fighter takes an enemy fighter

Out of Action with a close combat attack

or by performing a Coup De Grace. For the
remainder of this battle, the fighter that took
the enemy fighter Out of Action gains the
Fearsome skill. In addition, for the remainder of
this battle, this fighter gains +1 XP when they
take an enemy fighter Out of Action with either
a close combat attack or by performing a Coup
De Grace.",,,
../TacticsCards/GOLIATH/The Hand that Feeds You.png,The Hand that Feeds You,Goliath Tactics,"Play this card at the start of the Deployment step
of the pre-battle sequence before any fighters
have been deployed. The gang may recruit

a House Agent for this battle without needing to
make a Petition and without needing to pay

a hiring fee (i-e., this House Agent is hired for
free). If they do so, during the post-battle
sequence the gang gains no credits from scenario
rewards. If you do not have a model available to
represent this House Agent, you may discard this
card and select another.",,,
../TacticsCards/GOLIATH/Unleash the Fear.png,Unleash the Fear,Goliath Tactics,"Play this gang tactic when a friendly Goliath
fighter performs the Flex (Simple) action.

All enemy fighters within 6"" of, and with a line
of sight to, the fighter performing the

Flex (Simple) action must immediately make

a Cool check. If the check is passed, this gang
tactic has no further effect. If the check is failed,
they become Broken.",,,
../TacticsCards/GOLIATH/Unstoppable Behemoth.png,Unstoppable Behemoth,Goliath Tactics,"| Play this card after an attack is made against
on of your fighters, before the Injury roll
(if any) is made.

The attack has no further effect - no Injury
roll is made. In addition, if your fighter is
pinned, they immediately stand up.",,,
../TacticsCards/GOLIATH/Vat Twin.png,Vat Twin,Goliath Tactics,"Play this card at the start of the battle, after both
sides have deployed but before the first round.
Choose two Goliath fighters in your starting crew
to be Vat Twins. If, during the battle, one of
them is taken Out of Action, the other removes
any Flesh Wounds it has and gains Berserker,
Nerves of Steel and Unstoppable skills until the
end of this battle. If both fighters are targeted by
the same attack, fully resolve it against both
before applying this card; both fighters may go
Out of Action.",,,
../TacticsCards/GOLIATH/Walking Fortress.png,Walking Fortress,Goliath Tactics,"Play this gang tactic when activating any |
friendly fighter.

Place a Furnace Barricade (see page 111 |
of Necromunda: House of Chains) within

1"" of the fighter. The fighter's activation ther
ends.",,,
../TacticsCards/GOLIATH VEHICLES/'ead As Thick As.png,"""ead As Thick As Their Rig",Goliath Vehicle Tactics,"Play this gang tactic when a friendly vehicle is
Wrecked before rolling on the Lasting Injury
table for the crew.

Do not roll on the table; the result is
automatically Out Cold.",,,
../TacticsCards/GOLIATH VEHICLES/Batter Up.png,Batter Up,Goliath Vehicle Tactics,"Play this gang tactic when activating a friendly
fighter subject to the Mounted condition before
performing any actions.

For the duration of this activation, any close
combat attacks made by the fighter gain

the Knockback trait.",,,
../TacticsCards/GOLIATH VEHICLES/Bowlin’ Action.png,| Bowlin’ Action,Goliath Vehicle Tactics,"Play this gang tactic when activating a friendly
vehicle before performing any actions.

For the duration of this activation, the vehicle
treats the Ram (Double) action as a Simple
action.",,,
../TacticsCards/GOLIATH VEHICLES/Can Openers.png,Can Openers,Goliath Vehicle Tactics,"Play this gang tactic at the beginning of the battle
before the first roll for Initiative.

For the duration of the battle, D3 weapons with
the Melee trait add 1 to their Damage
characteristic while targeting vehicles.",,,
../TacticsCards/GOLIATH VEHICLES/Cheap Construction.png,Cheap Construction,Goliath Vehicle Tactics,"Play this gang tactic during the post-battle
sequence when performing the Negotiate Repairs
post-battle action.

Reduce the cost of one Negotiate Repairs action
by 50%, rounding up to the nearest 5 credits.",,,
../TacticsCards/GOLIATH VEHICLES/Drive It Off.png,Drive It Off,Goliath Vehicle Tactics,"Play this gang tactic after a friendly vehicle is hit
by a ranged attack, before rolling to wound.
The vehicle makes a Toughness check on the
facing that is being hit; if the check is passed,
the vehicle is not hit by the attack.",,,
../TacticsCards/GOLIATH VEHICLES/Hardened Chassis.png,Hardened Chassis,Goliath Vehicle Tactics,"Play this gang tactic when a friendly vehicle is
Wrecked before rolling on the Lasting Damage
table.

Do not roll on the table; the result is
automatically a 1 - Persistent Rattle.",,,
../TacticsCards/GOLIATH VEHICLES/King of the Wastes.png,King of the Wastes,Goliath Vehicle Tactics,"Play this gang tactic during the post-battle
sequence when receiving scenario rewards.
If at least one cngy vehicle is still on the
battlefield, add 1 to the gang’s Reputation.",,,
../TacticsCards/GOLIATH VEHICLES/Last Gasp.png,Last Gasp,Goliath Vehicle Tactics,"Play this gang tactic when a friendly vehicle is
Wrecked before rolling on the Lasting Damage
table.

The vehicle may immediately make a free

Fire All (Basic) action.",,,
../TacticsCards/GOLIATH VEHICLES/Lotsa Ammo!.png,Lotsa Ammo!,Goliath Vehicle Tactics,"Play this gang tactic at the beginning of the battle
before the first roll for Initiative.

For the duration of the battle, D3 weapons with
the Crew Operated trait lose the Scarce trait. If
they don't have the Scarce trait, they gain

the Plentiful trait instead.",,,
../TacticsCards/GOLIATH VEHICLES/Not So Fast.png,Not So Fast,Goliath Vehicle Tactics,"Play this gang tactic when an enemy vehicle
moves out of engagement range of a friendly
fighter.

The fighter may immediately make a free
Reaction attack against the vehicle.",,,
../TacticsCards/GOLIATH VEHICLES/Power Through.png,Power Through,Goliath Vehicle Tactics,"Play this gang tactic when a friendly fighter
subject to the Mounted condition would become
Pinned.

The fighter makes a Strength check, if the check
is passed they do not become Pinned.",,,
../TacticsCards/GOLIATH VEHICLES/Reinforced Plates.png,Reinforced Plates,Goliath Vehicle Tactics,"Play this gang tactic at the beginning of the battle
before the first roll for Initiative.

For the duration of the battle, a friendly vehicle
increases its Front arc Toughness by 1.",,,
../TacticsCards/GOLIATH VEHICLES/Roaring To Life.png,Roaring To Life,Goliath Vehicle Tactics,"Play this gang tactic when activating a friendly
vehicle that is Stalled before performing any
actions.

The vehicle immediately changes its Status to
Mobile.",,,
../TacticsCards/GOLIATH VEHICLES/Superficial Damage.png,| Superficial Damage,Goliath Vehicle Tactics,"Play this gang tactic when a hit is being resolved
against a friendly vehicle before rolling Damage
dice.

For the duration of the hit, reduce the number

of Damage rolled by 1, to a minimum of 1.",,,
../TacticsCards/GOLIATH VEHICLES/T-bone.png,T-bone,Goliath Vehicle Tactics,"Play this gang tactic when a friendly vehicle is
involved in a vehicle collision before resolving
hits.

For the duration of the collision, increase

the Strength of any hits caused by this vehicle
by 2.",,,
../TacticsCards/GOLIATH VEHICLES/The Immovable Object.png,The Immovable Object,Goliath Vehicle Tactics,"Play this gang tactic when a friendly vehicle is
involved in a vehicle collision before moving any
models.

The vehicle is not moved as a result of

the collision.",,,
../TacticsCards/GOLIATH VEHICLES/Wreck It!.png,Wreck It!,Goliath Vehicle Tactics,"Play this gang tactic at the beginning of any
round before rolling for Initiative.

Choose an nt vehicle; for the duration of the
round, all friendly models can re-roll failed hit
rolls against the vehicle.",,,
../TacticsCards/MISFITS/Blood Money.png,Blood Money,Venator Tactics,"| Play this card when an enemy Champion or
Leader is taken Out of Action.

Your gang immediately addsanumberof |
credits equal to half the Champion's or
Leader's cost (rounding up) to its stash.",,,
../TacticsCards/MISFITS/Cult Ambush.png,Cult Ambush,Genestealer Cult Tactics,"Play this card immediately before |
deployment.

Your gang's deployment area is expanded by
3"" (in all directions), though cannot overlap
your enemy's deployment area.",,,
../TacticsCards/MISFITS/Dark Blessings.png,Dark Blessings,Chaos Helots Tactics,"Play this card when your Demagogue is Seriously
Injured or taken Out of Action but before
removing the fighter from the board.

Make a Willpower check for the Demagogue. If
the check is passed, replace the Demagogue with
a Chaos Spawn. During the Wrap-up step, the
Chaos Spawn is removed from play and you must
test to see if the Demagogue succumbs their
injuries, as if they were Seriously Injured when
the battle ended.",,,
../TacticsCards/ORLOCK/Ambition.png,Ambition,Orlock Tactics,"Play this card when it is your turn to activate a
fighter.

Pick a Juve or a Ganger with a Ready marker.
For this turn only that fighter is treated as a
Leader for the purposes of activating groups - in
other words, if they are activated, you can
activate up to two other fighters within 4""

of them.",,,
../TacticsCards/ORLOCK/Ammo Pack.png,Ammo Pack,Orlock Tactics,"Play this gang tactic instead of activating a fighter.
Choose a friendly Orlock fighter with the
Munitioneer skill. All friendly ngnices within 6""
and line of sight of that fighter that have the

Out of Ammo condition may immediately
perform a free Reload (Simple) action. A fighter
can perform this action even if they would
normally be unable to do so (eg, if their weapon
has the Scarce trait). Seriously Injured fighters
are not affected by this gang tactic.",,,
../TacticsCards/ORLOCK/Beat Down.png,Beat Down,Orlock Tactics,"| Play at the start of any round.

For the duration of the round, all unarmed
close combat attacks made by your fighters _
that hit, automatically inflict a Flesh

Wounds unless a save roll is made. No
wound roll or injury roll is made.",,,
../TacticsCards/ORLOCK/Blood Brothers.png,Blood Brothers,Orlock Tactics,"Play this gang tactic at the start of the
Deployment step of the pre-battle sequence,
before any fighters have been cee nie:

The gang may recruit two Hive Scum for this
battle without needing to pay a hiring fee or
the cost of their weapons and Wargear. If they
do so, during the post-battle sequence the gang
gains only half the amount of credits from
scenario rewards. If you do not have models
available to represent these Hive Scum, you may
discard this gang tactic and select another.",,,
../TacticsCards/ORLOCK/Bond of Brotherhood.png,Bond of Brotherhood,Orlock Tactics,"| Play this card at the end of a friendly
fighter's turn, when they are within 3"" ofa
friendly fighter who is Seriously Injured.
The fighter can immediately make a Fight
(basic) or Shoot (basic) action. This is in
addition to the two other actions they can
make during their turn.",,,
../TacticsCards/ORLOCK/Bond of Iron.png,Bond of lron,Orlock Tactics,"Play this gang tactic during the Priority phase of
any round, after Roll for Priority, but before
Ready Fighters.

Until the End phase of this round, all friendly
Orlock fighters with the Group Activation (X)
special rule can activate one additional fighter

as part of any Group Activation they make,

e.g., a fighter with Group Activation (2) can
activate three fighters instead.",,,
../TacticsCards/ORLOCK/Boom Boom Surprise.png,Boom Boom Surprise,Orlock Tactics,"Play this gang tactic instead of activating

a fighter.

Choose a Promethium Barrel Gang Terrain
feature that is within 8"" of a friendly fighter that
can see the chosen Promethium Barrel.

The barrel explodes; resolve the effects of

an attack with an incendiary charge centred on
the Promethium Barrel. After this g tactic is
resolved, remove the Promethium Barrel from
the battlefield.",,,
../TacticsCards/ORLOCK/Die Trying.png,Die Trying,Orlock Tactics,"Play at the start of any round. |
For the duration of the turn, Seriously |
Injured fighters in your gang can provide |
assists and interference as if they were
standing.",,,
../TacticsCards/ORLOCK/Down but not Out .png,Down but not Out,Orlock Tactics,"Play this gang tactic when activating a Seriously
Injured friendly fighter that is within 3"" of

a friendly Standing and Active Orlock fighter.
The activated fighter suffers a Flesh Wound
and then becomes Standing and Active.

The fighter may then make a single Basic or
Simple Action, after which the fighter's
activation ends.",,,
../TacticsCards/ORLOCK/For Close Encounters.png,For Close Encounters,Orlock Tactics,"| Play this card when activating a fighter.

|

Put this card under the active fighter's

Fighter card. Until the end of athe battle, _
this fighter has a sawn-off shotgun

in addition to their other equipment.

|

|",,,
../TacticsCards/ORLOCK/Grandstanding.png,Grandstanding,Orlock Tactics,"Play this gang tactic at the start of the
Deployment step of the pre-battle sequence,
before any fighters have been deployed.

If your (Leader) is not part of your crew, one
(Champion) of your choice within your crew
may be replaced with your (Leader). If no
(Champions) are part of eee crew, a (Ganger)
may be replaced instead. If your (Leader) is part
of your crew already, you may discard this gang
tactic and select another.",,,
../TacticsCards/ORLOCK/Initiation.png,Initiation,Orlock Tactics,"Play this tactic at the start of the Deployment
step of the pre-battle sequence, before any
fighters have been deployed. Your gang may
immediately recruit ue to three Greenhorns for
free. They will leave the gang at the end of this
battle. Each Greenhorn is armed with a sawn-off
shotgun and flak armour. These fighters are not
counted towards your maximum crew size - they
are taken in addition to are starting crew. If you
do not have models available, you may discard
this tactic and select another.",,,
../TacticsCards/ORLOCK/Intimidation.png,| Intimidation,Orlock Tactics,"| Play instead of activating a fighter.

Choose an Active fighter from your gang.
Each Active enemy fighter within 9"" of that |
fighter must make a Nerve test. If a fighter
fails the check, they run for cover as normal,
but are not Broken.",,,
../TacticsCards/ORLOCK/Last Gasp.png,Last Gasp,Orlock Tactics,"| Play this card when activating a Seriously
Injured fighter.

This fighter immediately becomes |
Standing and Active. At the end of this
fighter's activation, they go Out of Action
and are removed from play.",,,
../TacticsCards/ORLOCK/Lead by Example.png,Lead by Example,Orlock Tactics,"| Play this when a Leader or Champion from
your gang takes an enemy model Out of
Action in close combat.

Any Broken fighter from your gang
immediately rally. In addition, any Pinned
fighters from your gang within 6"" of the
Leader or Champion can immediately return
to standing.",,,
../TacticsCards/ORLOCK/Protection Duty.png,Protection Duty,Orlock Tactics,"Play this tactic at the start of the Deployment
step of the pre-battle sequence, before any
fighters have been deployed. Your gang may
take a Rebel Lord for this battle. They're taken
in add. to your start crew and don't count
towards your max. crew size. If you don't have a
model, select another card, If this Rebel Lord is
taken OOA, every friendly fighter suffers a -2 to
Cool for the rest of this battle. In campaign battl
your gang loses 5 Rep. (to a min. of 0), and the
gang that takes the Rebel Lord OOA gains 3 Rep.",,,
../TacticsCards/ORLOCK/Quick Trick.png,Quick Trick,Orlock Tactics,"Play this gang tactic when an enemy fighter
declares a Charge (Double) action and moves
within 1"" of a friendly Orlock fighter.

The fighter can immediately make an attack with
a sawn-off shotgun against the charging fighter
even if they are not equipped with one.

The enemy fighter cannot be Pinned by this
attack but, if they are Seriously Injured, their
activation ends.",,,
../TacticsCards/ORLOCK/Seismic Surprise.png,Seismic Surprise,Orlock Tactics,"Play this gang tactic when a friendly Orlock
fighter performs a Shoot (Basic) action with
a frag grenade.

Until the end of their activation, this fighter's
frag grenades gain the Seismic trait.",,,
